praatword,parsedword,k_10distance,k_10surprisal,k_10entropy,k_10Hdelta,k_20distance,k_20surprisal,k_20entropy,k_20Hdelta,k_40distance,k_40surprisal,k_40entropy,k_40Hdelta,k_60distance,k_60surprisal,k_60entropy,k_60Hdelta,k_80distance,k_80surprisal,k_80entropy,k_80Hdelta,k_100distance,k_100surprisal,k_100entropy,k_100Hdelta
and,and,16,2.584214,2.260772,0.093545,16,2.540919,2.993863,0.161786,16,2.501367,3.572279,0.139821,16,2.538785,3.976701,0.104585,16,2.524285,4.339168,0.149661,16,2.517859,4.512696,0.121864
up,up,9,8.330927,0.758211,-1.50256,17,8.060448,1.80322,-1.19064,17,8.006511,2.622887,-0.949392,17,8.015765,2.991101,-0.9856,17,8.123769,3.154068,-1.1851,17,8.172659,3.328781,-1.18391
the,the,11,3.128521,2.045847,1.28764,10,3.471829,3.112495,1.30927,11,3.50012,3.971206,1.34832,10,3.438056,4.21456,1.22346,11,3.392133,4.483248,1.32918,11,3.372448,4.638402,1.30962
other,other,16,3.880235,1.381891,-0.663956,17,3.826818,2.278184,-0.834311,17,3.846032,2.961112,-1.01009,17,3.853432,3.340824,-0.873736,17,3.861542,3.59277,-0.890478,17,3.876204,3.760901,-0.877501
trying,trying,16,8.030321,2.102495,0.720604,17,8.001318,2.943633,0.665449,17,8.063427,3.512453,0.551341,17,8.122511,3.931928,0.591104,17,8.081548,4.249443,0.656673,17,8.101992,4.3628,0.601899
every,every,16,9.75319,1.008491,-1.094,16,9.989057,1.699978,-1.24366,16,9.672829,2.414103,-1.09835,16,9.665363,2.807761,-1.12417,16,9.698482,3.08802,-1.16142,16,9.596625,3.316885,-1.04591
door,door,11,6.589464,0.855067,-0.153424,12,6.573178,1.546481,-0.153497,12,6.797775,2.108086,-0.306017,12,6.731218,2.554722,-0.253039,12,6.709588,2.856166,-0.231854,12,6.738204,3.054306,-0.262579
she,she,11,4.852048,1.747605,0.892538,12,4.455922,2.287351,0.74087,11,4.394964,2.985476,0.87739,12,4.4408,3.405016,0.850294,11,4.511183,3.682291,0.826125,12,4.452491,3.916125,0.861819
walked,walked,13,4.795083,1.634691,-0.112914,14,4.761926,2.185317,-0.102034,14,4.761162,2.861037,-0.124439,14,4.758429,3.283129,-0.121887,14,4.763277,3.556984,-0.125307,14,4.756866,3.789245,-0.12688
sadly,sadly,13,8.402243,0.737882,-0.896809,14,8.539286,1.062559,-1.12276,14,8.462863,1.867996,-0.993041,14,8.446764,2.327061,-0.956068,14,8.431382,2.622872,-0.934112,14,8.426655,2.868805,-0.92044
down,down,13,5.432176,1.741205,1.00332,13,5.389394,2.117862,1.0553,13,5.405227,2.885641,1.01765,13,5.409484,3.339786,1.01273,13,5.401902,3.641589,1.01872,13,5.40473,3.881285,1.01248
the,the,9,3.298421,2.927191,1.18599,9,3.259793,3.338579,1.22072,9,3.274289,4.120286,1.23464,9,3.281123,4.567075,1.22729,9,3.297587,4.854061,1.21247,9,3.297585,5.092762,1.21148
middle,middle,15,5.482398,1.975554,-0.951637,15,5.539687,2.364036,-0.974543,15,5.521911,3.136587,-0.983699,15,5.513672,3.583583,-0.983492,15,5.511064,3.873593,-0.980468,15,5.507886,4.118132,-0.97463
wondering,wondering,14,7.842533,1.562794,-0.41276,14,7.942083,1.891802,-0.472234,14,7.93542,2.656967,-0.47962,14,7.918473,3.128358,-0.455225,14,7.925888,3.399872,-0.473721,14,7.921776,3.650736,-0.467396
how,how,14,5.395666,2.458334,0.89554,14,5.37553,2.841471,0.949669,14,5.394837,3.564632,0.907665,14,5.397343,4.034121,0.905763,14,5.394298,4.318441,0.918569,14,5.396944,4.5665,0.915764
she,she,10,1.877771,1.843457,-0.614877,10,1.907846,2.259019,-0.582452,10,1.911324,2.951269,-0.613363,10,1.905711,3.408248,-0.625873,10,1.903786,3.693045,-0.625396,10,1.89923,3.946977,-0.619523
was,was,17,2.021397,1.939272,0.095815,17,2.015112,2.358517,0.099498,17,2.014115,3.054857,0.103588,17,2.015,3.510089,0.101841,17,2.016096,3.791763,0.098718,17,2.016645,4.04489,0.097913
ever,ever,17,8.518948,0.952949,-0.986323,17,8.0445,1.596399,-0.762118,17,8.114754,2.214006,-0.840851,17,8.142291,2.655037,-0.855052,17,8.210439,2.851221,-0.940542,17,8.233525,3.083692,-0.961198
to,to,13,3.806868,1.078585,0.125636,14,3.690429,1.958079,0.36168,14,3.708266,2.505794,0.291788,14,3.707002,2.958464,0.303427,14,3.724379,3.111488,0.260267,14,3.728969,3.32948,0.245788
get,get,19,3.73426,0.293441,-0.785144,19,3.725562,1.267991,-0.690088,19,3.727125,1.813923,-0.691871,19,3.724121,2.273505,-0.684959,19,3.730925,2.3918,-0.719688,19,3.73067,2.612348,-0.717132
out,out,19,2.833551,0.531776,0.238335,21,2.836518,1.489597,0.221606,21,2.835035,2.041752,0.227829,21,2.835535,2.50032,0.226815,21,2.834308,2.623778,0.231978,21,2.834259,2.843771,0.231423
again,again,21,3.346466,0.629228,0.097452,22,3.352615,1.571446,0.081849,22,3.351085,2.127227,0.085475,22,3.351282,2.585565,0.085245,22,3.349857,2.711929,0.088151,22,3.349694,2.933496,0.089725
suddenly,suddenly,9,10.813512,0.91206,0.282832,9,10.481763,1.49931,-0.072136,9,10.344921,1.905898,-0.221329,9,10.292498,2.098481,-0.487084,9,10.271681,2.191158,-0.520771,9,10.25789,2.259581,-0.673915
she,she,10,2.768489,1.024518,0.112458,11,2.92104,1.581485,0.082175,11,3.028043,1.712819,-0.193079,11,3.065379,1.800697,-0.297784,11,3.067283,1.88115,-0.310008,11,3.069208,1.948009,-0.311572
came,came,10,4.687284,1.356757,0.332239,10,4.767841,1.748577,0.167092,11,4.768395,1.868586,0.155767,11,4.773067,1.919437,0.11874,12,4.760273,2.037474,0.156324,12,4.753945,2.111768,0.163759
upon,upon,12,5.044136,1.175222,-0.181535,12,4.974322,1.739709,-0.008868,12,4.976274,1.8684,-0.000186,12,4.968268,1.975218,0.055781,13,4.964509,2.106743,0.069269,13,4.96118,2.19503,0.083262
a,a,5,1.74805,1.771902,0.59668,5,1.731493,2.429689,0.68998,5,1.696268,2.548623,0.680223,6,1.692896,2.632971,0.657753,6,1.698795,2.746451,0.639708,6,1.701293,2.828488,0.633458
little,little,14,2.832746,1.942966,0.171064,14,2.785863,2.499495,0.069806,14,2.763701,2.800537,0.251914,14,2.750714,2.928499,0.295528,14,2.747927,3.048963,0.302512,14,2.746119,3.128857,0.300369
three,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
legged,<UNK>,8,1.687501,1.867653,-0.075313,8,1.684248,2.454463,-0.045032,8,1.684075,2.785788,-0.014749,8,1.684833,2.942388,0.013889,8,1.68452,3.072131,0.023168,8,1.683281,3.157446,0.028589
table,table,13,8.051008,0.925618,-0.942035,14,7.999144,1.567257,-0.887206,14,8.000653,1.908569,-0.877219,14,8.019298,1.991534,-0.950854,14,8.031329,2.093423,-0.978708,14,8.035934,2.17695,-0.980496
all,all,12,6.644898,2.700865,1.77525,12,6.577386,3.251193,1.68394,13,6.498731,3.661999,1.75343,13,6.429077,3.913885,1.92235,13,6.399499,4.038602,1.94518,13,6.381935,4.126514,1.94956
made,made,12,8.110453,2.033458,-0.667407,12,8.261943,2.315487,-0.935706,14,8.332399,2.552678,-1.10932,14,8.319495,2.792974,-1.12091,14,8.293521,2.998393,-1.04021,14,8.274153,3.150898,-0.975616
of,of,13,5.036585,1.850442,-0.183016,13,5.018208,2.218998,-0.096489,13,5.000724,2.577749,0.025071,13,4.970702,2.880016,0.087042,13,4.958671,3.109123,0.11073,16,4.931476,3.322178,0.17128
solid,<UNK>,7,3.293623,2.866661,1.01622,7,3.178239,3.199769,0.980771,7,3.15548,3.51448,0.936731,7,3.148456,3.817985,0.937969,7,3.152595,4.052079,0.942956,8,3.153826,4.272972,0.950794
glass,glass,16,11.252463,0.87636,-1.9903,16,10.939772,1.866442,-1.33333,16,10.991371,2.119933,-1.39455,16,10.985405,2.489918,-1.32807,16,10.956331,2.740288,-1.31179,19,10.937085,3.003102,-1.26987
there,there,14,5.977046,2.309793,1.43343,15,6.059024,3.257423,1.39098,15,5.955952,3.601004,1.48107,15,5.960486,3.991676,1.50176,15,5.989912,4.223171,1.48288,18,6.011184,4.468131,1.46503
was,was,12,1.594734,1.600418,-0.709375,14,1.545473,2.500211,-0.757212,14,1.587433,2.917998,-0.683006,14,1.603876,3.224147,-0.767529,14,1.611465,3.42182,-0.801351,14,1.61427,3.634262,-0.833869
nothing,nothing,11,4.407911,2.023951,0.423533,11,4.452696,2.855042,0.354831,12,4.445295,3.273886,0.355888,14,4.44063,3.571478,0.347331,14,4.440072,3.772847,0.351027,16,4.443743,3.974919,0.340657
on,on,12,3.724102,1.706173,-0.317778,12,3.715027,2.517634,-0.337408,12,3.725202,2.947367,-0.326519,13,3.725741,3.266161,-0.305317,13,3.730393,3.454702,-0.318145,13,3.726609,3.671072,-0.303847
it,it,9,2.426905,1.773604,0.067431,9,2.4221,2.597833,0.080199,9,2.421395,3.022902,0.075535,9,2.4198,3.348155,0.081994,9,2.417749,3.540189,0.085487,9,2.417265,3.75694,0.085868
except,except,15,9.176292,1.319601,-0.454003,15,9.210708,2.062103,-0.53573,16,8.888449,2.712897,-0.310005,17,8.850159,3.063449,-0.284706,18,8.804927,3.335894,-0.204295,19,8.799239,3.533305,-0.223635
a,a,9,2.272895,2.090519,0.770918,9,2.270969,2.834391,0.772288,10,2.266902,3.481822,0.768925,10,2.264177,3.837212,0.773763,9,2.259984,4.107794,0.7719,9,2.254546,4.298483,0.765178
tiny,tiny,16,7.087351,1.642693,-0.447826,16,7.103972,2.369158,-0.465233,16,7.111033,3.014266,-0.467556,17,7.112962,3.353782,-0.48343,17,7.131186,3.600168,-0.507626,17,7.143913,3.776542,-0.521941
golden,golden,16,5.724014,1.350762,-0.291931,16,5.727276,2.070957,-0.298201,16,5.730944,2.70375,-0.310516,16,5.733122,3.034804,-0.318978,16,5.740517,3.275675,-0.324493,16,5.748291,3.443898,-0.332644
key,key,16,3.868679,1.073007,-0.277755,16,3.864745,1.782989,-0.287968,16,3.861509,2.418492,-0.285258,16,3.859345,2.747921,-0.286883,16,3.861732,2.987958,-0.287717,16,3.867932,3.146249,-0.297649
and,and,15,1.493758,1.056859,-0.016148,15,1.580081,1.745585,-0.037404,15,1.563176,2.374291,-0.044201,16,1.578122,2.709959,-0.037962,16,1.587517,2.911404,-0.076554,16,1.603372,3.046072,-0.100177
Alice's,'s,10,4.086098,1.491789,0.069315,10,4.069276,2.192005,0.105718,10,4.058942,2.866149,0.143053,14,4.057626,3.195844,0.141647,14,4.038429,3.425345,0.177917,14,4.034479,3.547317,0.184333
first,first,12,6.231866,1.230759,-0.26103,12,6.240947,1.888687,-0.303318,12,6.222303,2.629641,-0.236508,12,6.222656,2.930585,-0.265259,15,6.212027,3.208489,-0.216856,15,6.203976,3.360394,-0.186923
thought,thought,12,4.851634,1.283964,0.053205,12,4.848913,1.991405,0.102718,12,4.858489,2.685593,0.055952,12,4.860277,3.038631,0.108046,14,4.863672,3.29371,0.085221,14,4.866865,3.427262,0.066868
was,was,11,7.564157,1.740653,0.456689,11,7.368996,2.429969,0.438564,11,7.445109,3.0675,0.381907,11,7.497169,3.273909,0.235278,12,7.453464,3.508228,0.214518,12,7.364998,3.735755,0.308493
that,that,12,4.658054,2.442434,0.701781,12,4.695779,3.201225,0.771256,12,4.678271,3.809115,0.741615,12,4.630319,4.100528,0.826619,12,4.630488,4.344938,0.83671,12,4.640492,4.581726,0.845971
it,it,9,2.342051,1.999958,-0.442476,9,2.339943,2.7216,-0.479625,10,2.359832,3.309612,-0.499503,11,2.369552,3.625614,-0.474914,11,2.364383,3.901953,-0.442985,11,2.367136,4.105797,-0.475929
might,might,17,3.849585,1.813527,-0.186431,17,3.867747,2.548883,-0.172717,17,3.867047,3.141421,-0.168191,17,3.864799,3.456465,-0.169149,17,3.867403,3.734284,-0.167669,17,3.868085,3.94449,-0.161307
belong,<UNK>,12,2.701553,2.07189,0.258363,12,2.698977,2.801556,0.252673,12,2.697973,3.40235,0.260929,12,2.694845,3.718109,0.261644,12,2.693476,3.996436,0.262152,12,2.68953,4.207864,0.263374
to,to,15,2.978811,2.475359,0.403469,15,2.999788,3.210964,0.409408,15,2.982121,3.808594,0.406244,15,2.972049,4.132974,0.414865,15,2.977036,4.408447,0.412011,15,2.973749,4.621169,0.413305
one,one,17,5.674603,1.854764,-0.620595,17,5.676296,2.565657,-0.645307,17,5.589977,3.332147,-0.476447,17,5.592879,3.624609,-0.508365,17,5.578318,3.905867,-0.50258,17,5.599895,4.080555,-0.540614
of,of,21,2.913034,1.462969,-0.391795,21,2.913729,2.16803,-0.397627,21,2.920878,2.906816,-0.425331,21,2.911486,3.236812,-0.387797,21,2.913368,3.50533,-0.400537,21,2.907728,3.70318,-0.377375
the,the,6,1.344948,1.814319,0.35135,6,1.344037,2.5153,0.34727,6,1.342463,3.261097,0.354281,6,1.345248,3.590952,0.35414,6,1.34355,3.862216,0.356886,6,1.343796,4.054894,0.351714
doors,<UNK>,12,2.40525,1.654113,-0.160206,12,2.404613,2.357281,-0.158019,12,2.403561,3.103148,-0.157949,12,2.402362,3.43179,-0.159162,12,2.403461,3.708314,-0.153902,12,2.404173,3.899944,-0.15495
of,of,22,2.551915,1.201401,-0.452712,23,2.543522,1.943283,-0.413998,23,2.532337,2.734801,-0.368347,23,2.538928,3.045409,-0.386381,23,2.535789,3.328392,-0.379922,23,2.535037,3.521803,-0.378141
the,the,5,1.107121,1.532381,0.33098,6,1.109101,2.26994,0.326657,5,1.109878,3.062957,0.328156,5,1.111163,3.369544,0.324135,5,1.110973,3.655149,0.326757,5,1.111321,3.845848,0.324045
hall,hall,25,4.883852,1.349683,-0.182698,25,4.884359,2.089985,-0.179955,25,4.88487,2.881685,-0.181272,26,4.884501,3.189354,-0.18019,26,4.88189,3.477348,-0.177801,26,4.88121,3.667162,-0.178686
but,but,24,3.958585,2.253471,0.903788,24,3.992274,2.966686,0.876701,24,3.993925,3.691446,0.809761,24,3.999382,4.004248,0.814894,24,3.992222,4.316189,0.838841,24,3.986778,4.520296,0.853134
alas,alas,9,9.914253,0.676034,-1.57744,9,9.946862,1.34563,-1.62106,9,9.948045,2.027444,-1.664,9,9.768792,2.415678,-1.58857,9,9.75193,2.688644,-1.62754,12,9.728801,2.904014,-1.61628
either,either,9,11.60677,1.108936,0.432902,9,11.048798,1.798717,0.453087,9,10.52446,2.521057,0.493613,9,10.442203,2.723843,0.308165,9,10.389522,2.900084,0.21144,9,10.370398,2.974411,0.070397
the,the,7,3.267836,1.18153,0.072594,7,2.88784,2.171364,0.372647,7,2.331561,2.461428,-0.059629,7,2.286281,2.765665,0.041822,7,2.293114,2.945283,0.045199,7,2.286122,3.042411,0.068
locks,<UNK>,6,4.004794,1.583848,0.402318,6,3.154599,1.812739,-0.358625,6,3.729284,2.574245,0.112817,6,3.75366,2.882718,0.117053,6,3.714667,3.108439,0.163156,7,3.684755,3.294446,0.252035
were,were,11,2.700507,1.121128,-0.46272,12,4.302835,1.592321,-0.220418,12,4.257977,1.931625,-0.64262,12,4.129691,2.289489,-0.593229,12,4.171409,2.404154,-0.704285,13,4.212663,2.472777,-0.821669
too,too,11,4.911229,1.326147,0.205019,11,4.953152,1.673918,0.081597,13,4.975542,2.053281,0.121656,13,5.057281,2.40301,0.113521,15,5.046513,2.556397,0.152243,15,5.051813,2.602105,0.129328
large,large,12,5.902485,1.379251,0.053104,12,5.892777,1.773844,0.099926,12,5.645626,1.87934,-0.173941,13,5.636866,2.24855,-0.15446,13,5.641738,2.383331,-0.173066,13,5.638775,2.444167,-0.157938
or,or,12,5.373886,1.055623,-0.323628,12,5.317663,1.556975,-0.216869,12,5.666708,2.122754,0.243414,13,5.690442,2.532574,0.284024,13,5.70188,2.652618,0.269287,14,5.70317,2.713341,0.269174
the,the,7,2.429529,1.67675,0.621127,7,2.453987,2.102249,0.545274,7,2.360383,2.519797,0.397043,7,2.381474,2.883551,0.350977,7,2.374777,3.008405,0.355787,7,2.372631,3.064159,0.350818
key,key,12,9.951884,1.347169,-0.329581,12,9.911355,1.866931,-0.235318,13,10.055893,2.452608,-0.067189,14,10.052133,2.792596,-0.090955,14,10.059322,2.933307,-0.075098,14,10.054845,3.025117,-0.039042
was,was,10,1.923983,1.318637,-0.028532,11,1.930325,1.800005,-0.066926,12,1.90941,2.357904,-0.094704,13,1.909761,2.658606,-0.13399,13,1.918832,2.761217,-0.17209,13,1.921398,2.836534,-0.188583
too,too,12,4.902405,1.334513,0.015876,12,4.893891,1.847131,0.047126,12,4.90771,2.396367,0.038463,13,4.900881,2.735925,0.077319,14,4.895786,2.873131,0.111914,14,4.892531,2.961939,0.125405
small,small,13,4.695845,1.134459,-0.200054,13,4.70152,1.620594,-0.226537,13,4.750508,2.164484,-0.231883,13,4.759419,2.491827,-0.244098,14,4.761079,2.620994,-0.252137,15,4.763651,2.700046,-0.261893
but,but,13,5.248669,2.24168,1.10722,13,5.239043,2.796413,1.17582,13,5.066945,3.135813,0.971329,13,5.031347,3.490855,0.999028,13,5.011146,3.64979,1.0288,15,4.998116,3.77034,1.07029
at,at,9,5.057923,2.859095,0.617415,9,5.002919,3.401265,0.604852,9,4.887515,3.740627,0.604814,9,4.872147,4.101982,0.611127,9,4.855434,4.266805,0.617015,9,4.844873,4.389255,0.618915
any,any,11,2.102163,1.824536,-1.03456,12,2.179509,2.274688,-1.12658,12,2.136287,2.754899,-0.985728,12,2.130897,3.110527,-0.991455,12,2.139099,3.287793,-0.979012,12,2.144689,3.409816,-0.979439
rate,rate,12,0.146002,1.757371,-0.067165,12,0.147935,2.19988,-0.074808,12,0.140662,2.681099,-0.0738,12,0.139732,3.03745,-0.073077,13,0.139784,3.214296,-0.073497,15,0.139911,3.335789,-0.074027
it,it,11,1.756786,1.805444,0.048073,11,1.758193,2.242036,0.042156,11,1.797204,2.737115,0.056016,11,1.807942,3.08889,0.05144,11,1.809006,3.263553,0.049257,12,1.810658,3.380872,0.045083
would,would,10,2.579934,1.766589,-0.038855,10,2.577264,2.204207,-0.037829,10,2.695343,2.708392,-0.028723,10,2.724065,3.047621,-0.041269,10,2.728278,3.218104,-0.045449,10,2.734298,3.322399,-0.058473
not,not,12,2.583382,2.003759,0.23717,12,2.574049,2.473031,0.268824,12,2.56944,2.981049,0.272657,12,2.569228,3.326682,0.279061,12,2.564092,3.507653,0.289549,12,2.560481,3.61601,0.293611
open,open,12,7.549276,1.779337,-0.224422,13,7.553298,2.241139,-0.231892,13,7.582955,2.776711,-0.204338,13,7.583155,3.15347,-0.173212,13,7.583869,3.337673,-0.16998,13,7.585707,3.4482,-0.16781
any,any,13,5.424907,2.220771,0.441434,13,5.376846,2.737619,0.49648,14,5.377629,3.158183,0.381472,14,5.383442,3.51996,0.36649,14,5.374554,3.730973,0.3933,14,5.365529,3.840768,0.392568
of,of,14,3.998514,1.052077,-1.16869,14,3.882354,1.799258,-0.938361,14,3.803838,2.46052,-0.697663,15,3.827221,2.729706,-0.790254,15,3.836913,2.900636,-0.830337,15,3.808012,3.108556,-0.732212
them,them,15,3.134504,1.019183,-0.032894,15,3.135995,1.773022,-0.026236,15,3.138603,2.433552,-0.026968,15,3.139862,2.700436,-0.02927,16,3.140924,2.866839,-0.033797,16,3.14075,3.078192,-0.030364
however,however,9,4.912251,0.757384,-0.261799,9,4.901848,0.81713,-0.955892,9,4.898892,0.840953,-1.5926,9,4.897667,0.851255,-1.84918,9,4.897141,0.856287,-2.01055,9,4.896863,0.858683,-2.21951
on,on,10,8.165396,0.78999,0.032606,11,8.129609,0.99885,0.18172,11,8.072096,1.277184,0.436231,11,8.061678,1.3494,0.498145,11,8.055517,1.393729,0.537442,11,8.051197,1.427349,0.568666
the,the,5,1.621033,1.381724,0.591734,6,1.622206,1.567706,0.568856,6,1.613647,1.867657,0.590473,6,1.611448,1.938446,0.589046,6,1.610877,1.974762,0.581033,6,1.610967,2.000514,0.573165
second,second,13,7.507922,1.472421,0.090697,13,7.501899,1.701537,0.133831,14,7.497064,2.018568,0.150911,14,7.489645,2.135204,0.196758,14,7.484635,2.206623,0.231861,14,7.475283,2.286952,0.286438
time,time,12,2.918747,1.516707,0.044286,12,2.92209,1.731089,0.029552,12,2.935394,2.000214,-0.018354,12,2.939131,2.100663,-0.034541,13,2.942186,2.157209,-0.049414,14,2.948201,2.207433,-0.079519
round,round,12,10.289145,0.956891,-0.559816,12,10.069034,1.540027,-0.191062,12,9.855497,2.188142,0.187928,12,9.742749,2.544747,0.444084,12,9.684026,2.739812,0.582603,12,9.62682,2.950117,0.742684
she,she,10,3.866921,2.08135,1.12446,10,3.986602,2.433871,0.893844,10,4.087974,2.896934,0.708792,10,3.95444,3.329766,0.785019,10,3.965672,3.502917,0.763105,10,3.90688,3.552089,0.601972
came,came,13,4.539755,2.052483,-0.028867,13,4.505788,2.469365,0.035494,13,4.47423,2.969797,0.072863,13,4.513828,3.402885,0.073119,14,4.499045,3.576526,0.073609,15,4.517638,3.667262,0.115173
upon,upon,15,4.578274,1.843018,-0.209465,17,4.612792,2.223108,-0.246257,17,4.6348,2.650873,-0.318924,17,4.618252,3.144502,-0.258383,17,4.624647,3.323104,-0.253422,17,4.638354,3.435033,-0.232229
a,a,6,2.006676,2.617067,0.774049,6,1.964949,2.979055,0.755947,6,1.897697,3.42063,0.769757,6,1.910092,3.900217,0.755715,6,1.903653,4.068661,0.745557,6,1.881995,4.163651,0.728618
low,low,18,4.503629,2.020794,-0.596273,18,4.580724,2.342071,-0.636984,18,4.539399,2.927962,-0.492668,19,4.504922,3.329627,-0.57059,19,4.516469,3.485056,-0.583605,19,4.510165,3.588286,-0.575365
curtain,<UNK>,10,1.943011,2.02725,0.006456,10,1.933787,2.421523,0.079452,10,1.93051,3.021764,0.093802,10,1.92993,3.427289,0.097662,10,1.926205,3.605925,0.120869,10,1.921108,3.722418,0.134132
she,she,12,3.717644,3.527055,1.4998,12,3.580546,3.886512,1.46499,12,3.516669,4.426943,1.40518,12,3.494252,4.771052,1.34376,12,3.454503,4.936203,1.33028,12,3.433471,5.029082,1.30666
had,had,12,2.731623,2.275515,-1.25154,13,2.701298,2.879233,-1.00728,17,2.699905,3.557441,-0.869502,17,2.695402,3.946406,-0.824646,17,2.696058,4.190092,-0.746111,17,2.692162,4.349524,-0.679558
not,not,12,2.806604,2.203539,-0.071976,17,2.840864,2.776491,-0.102742,17,2.846028,3.472651,-0.08479,17,2.835395,3.877596,-0.06881,18,2.837105,4.12867,-0.061422,18,2.832536,4.300382,-0.049142
noticed,noticed,12,10.262955,0.210508,-1.99303,17,10.205175,0.807693,-1.9688,17,10.206835,1.518411,-1.95424,17,10.216223,1.930968,-1.94663,18,10.147288,2.206869,-1.9218,18,10.076198,2.452646,-1.84774
before,before,12,5.757944,1.852345,1.64184,12,5.773305,2.39279,1.5851,13,5.743732,3.17364,1.65523,13,5.776874,3.551291,1.62032,13,5.790283,3.821348,1.61448,13,5.791119,4.048307,1.59566
and,and,13,3.113219,0.88463,-0.967715,13,3.063655,1.445885,-0.946905,14,3.068919,2.265691,-0.907949,14,2.995452,2.597397,-0.953894,14,2.963184,2.864017,-0.957331,14,2.954892,3.105577,-0.94273
behind,behind,13,8.557731,0.696796,-0.187834,13,8.51925,1.344543,-0.101342,14,8.588475,1.992111,-0.27358,14,8.538231,2.420346,-0.177051,14,8.506724,2.746738,-0.117279,14,8.526686,2.984626,-0.120951
it,it,11,3.007148,1.076789,0.379993,11,2.997788,1.732383,0.38784,11,2.963221,2.424432,0.432321,11,2.969421,2.835323,0.414977,11,2.969495,3.156191,0.409453,11,2.981358,3.395774,0.411148
was,was,13,4.159499,1.590469,0.51368,13,4.188192,2.18822,0.455837,14,3.89063,2.968533,0.544101,14,3.903322,3.395767,0.560444,14,3.902738,3.709437,0.553246,14,3.934949,3.941946,0.546172
a,a,6,2.279782,2.388068,0.797599,7,2.275078,2.996283,0.808063,6,2.352519,3.817997,0.849464,6,2.343147,4.237671,0.841904,6,2.349421,4.551824,0.842387,7,2.342256,4.775682,0.833736
little,little,16,2.102473,2.051438,-0.33663,16,2.092418,2.680378,-0.315905,17,2.111168,3.416803,-0.401194,17,2.102567,3.854561,-0.38311,17,2.098659,4.167925,-0.383899,17,2.097895,4.396131,-0.379551
door,door,15,6.762793,1.664114,-0.387324,15,6.759919,2.299493,-0.380885,16,6.846364,3.097292,-0.319511,16,6.836908,3.532216,-0.322345,16,6.836258,3.846246,-0.321679,16,6.833126,4.067142,-0.328989
about,about,15,4.694612,2.017781,0.353667,15,4.689677,2.691621,0.392128,16,4.636927,3.447368,0.350076,16,4.650094,3.87203,0.339814,16,4.65033,4.185984,0.339738,16,4.653148,4.394608,0.327466
